пневмония, недомогание, 1029,0
пневмония, ночная потливость, 1029,0
сердечная недостаточность, застойное дыхание, одышка, 963,0
сердечная недостаточность, застойная сердечная недостаточность, ортопноэ, 963,0
сердечная недостаточность, застойная сердечная недостаточность, вздутие яремных вен, 963,0
сердечная недостаточность, застойные, хрипы, 963,0
сердечная недостаточность, застойная одышка, 963,0
сердечная недостаточность, застойный кашель, 963,0
сердечная недостаточность, хрипы, хрипы, 963,0
травма сосудов головного мозга, дизартрия, 885,0
авария сосудов головного мозга, астения, 885,0
нарушение мозгового кровообращения, невнятная речь, 885,0
травма сосудов головного мозга, парез лица, 885,0
травма сосудов головного мозга, гемиплегия, 885,0
авария цереброваскулярная, невосприимчивость, 885,0
травма сосудов головного мозга, судорога, 885,0
травма сосудов головного мозга, онемение, 885,0 
астма, хрипы, 835,0
астма, кашель, 835,0
астма, одышка, 835,0
астма, стеснение в груди, 835,0
астма, непродуктивный кашель, 835,0
астма, плевритная боль, 835,0
астма, продуктивный кашель, 835,0
астма, факторы, отягчающие симптомы, 835,0
астма, респираторный дистресс-синдром, 835,0
инфаркт миокарда, боль в груди, 759,0
инфаркт миокарда, элевация сегмента st, 759,0
инфаркт миокарда, пот, 759,0
инфаркт миокарда, повышенное потоотделение, 759,0
инфаркт миокарда, одышка, 759,0
инфаркт миокарда, депрессия I сегмента, 759,0
инфаркт миокарда, гипокинезия, 759,0
инфаркт миокарда, стенокардия, 759,0
инфаркт миокарда, сдавливание грудной клетки, 759,0
инфаркт миокарда, перевернутый зубец t, 759,0
инфаркт миокарда, ортопноэ, 759,0
инфаркт миокарда, хрип, 759,0
инфаркт миокарда, стеснение в груди, 759,0
инфаркт миокарда, наличие зубца q, 759,0
инфаркт миокарда, сердцебиение, 759,0
инфаркт миокарда, одышка, 759,0
инфаркт миокарда, дискомфорт в груди, 759,0
инфаркт миокарда, брадикардия, 759,0
инфаркт миокарда, обморок, 759,0
гиперхолестеринемия, боль, 685,0
гиперхолестеринемия, боль в груди, 685,0
гиперхолестеринемия, пот, 685,0
гиперхолестеринемия, повышенное потоотделение, 685,0
гиперхолестеринемия, некурящие, 685,0
гиперхолестеринемия, сдавливание грудной клетки, 685,0
гиперхолестеринемия, обморок, 685,0
гиперхолестеринемия, онемение, 685,0
гиперхолестеринемия, дискомфорт в груди, 685,0
гиперхолестеринемия, одышка, 685,0
гиперхолестеринемия, депрессия I сегмента, 685,0
гиперхолестеринемия, беспокойство, 685,0
гиперхолестеринемия, перевернутая волна t, 685,0
гиперхолестеринемия, брадикардия, 685,0
гиперхолестеринемия, одышка, 685,0
инфекция, лихорадка, 630,0
инфекция, эритема, 630,0
инфекция, снижение прозрачности, 630,0
инфекция, гепатоспленомегалия, 630,0
инфекция, озноб, 630,0
инфекция, кожный зуд, 630,0
инфекция, диарея, 630,0
инфекция, абсцесс бактериальный, 630,0
инфекция, отек, 630,0
инфекция, боль, 630,0
инфекция, апирексиальная, 630.0
инфекция, кашель, 630,0
инфекция мочевыводящих путей, лихорадка, 597,0
инфекция мочевыводящих путей, дизурия, 597,0
инфекция мочевыводящих путей, гематурия, 597,0
инфекция мочевыводящих путей, болезненность почечного угла, 597,0
инфекции мочевыводящих путей, вялость, 597,0
инфекция мочевыводящих путей, астения, 597,0
инфекция мочевыводящих путей, гипонатриемия, 597,0
инфекция мочевыводящих путей, гемодинамически стабильная 597,0
инфекция мочевыводящих путей, респираторный дистресс, 597,0
инфекция мочевыводящих путей, затрудненное мочеиспускание, 597,0
инфекция мочевыводящих путей, изменение психического статуса, 597,0
инфекция мочевыводящих путей, сознание ясное, 597,0
анемия, озноб, 544,0
анемия, гваяковая положительная, 544,0
анемия, моноклональная, 544.0
анемия, экхимоз 544,0
анемия, инвазия опухолевых клеток, 544,0
анемия, кровотечение, 544,0
анемия, бледность, 544,0
анемия, астения, 544,0
анемия, утомляемость, 544,0
анемия, гем-положительная, 544,0
анемия, боли в спине, 544,0
анемия, ортостаз, 544,0
анемия, гипонатриемия, 544,0
анемия, головокружение, 544,0
анемия, одышка, 544,0
анемия, боль, 544,0
анемия, хрип, 544,0
анемия, артралгия, 544,0
анемия, отек, 544,0
анемия, трансаминит, 544,0
хроническая обструктивная болезнь дыхательных путей, одышка, 524,0
хроническая обструктивная болезнь дыхательных путей, хрипы, 524,0
хроническая обструктивная болезнь дыхательных путей, кашель, 524,0
хроническая обструктивная болезнь дыхательных путей, одышка, 524,0
хроническая обструктивная болезнь дыхательных путей, респираторный дистресс-синдром, 524,0
хроническая обструктивная болезнь дыхательных путей, мокрота гнойная, 524,0
хроническая обструктивная болезнь дыхательных путей, гипоксемия, 524,0
хроническая обструктивная болезнь дыхательных путей, гиперкапния, 524,0
хроническая обструктивная болезнь дыхательных путей, несоблюдение пациентом режима лечения, 524,0
хроническая обструктивная болезнь дыхательных путей, стеснение в груди, 524,0 
деменция, лихорадка, 504,0
слабоумие, падение, 504,0
слабоумие, невосприимчивость, 504,0
слабоумие, вялость, 504,0
деменция, возбуждение, 504,0
деменция, экхимоз, 504,0
деменция, обморок, 504,0
деменция, хрип, 504.0
деменция, бессознательное состояние, 504,0
деменция, кашель, 504,0
слабоумие, прикованный к постели, 504.0
слабоумие, прикованный к постели, 504.0
деменция, боль, 504,0
деменция, парез лица, 504,0
деменция, болезненность живота, 504,0
слабоумие, хрип, 504,0
деменция, шаткая походка, 504,0
деменция, слуховые галлюцинации, 504,0
почечная недостаточность, одышка, 445,0
почечная недостаточность, гиперкалиемия 445,0
почечная недостаточность, ортопноэ, 445,0
почечная недостаточность, хрипы, 445,0
почечная недостаточность, позывы к мочеиспусканию, 445,0
почечная недостаточность, асцит, 445,0
почечная недостаточность, гваяковая кислота, 445,0
почечная недостаточность, астения, 445,0
недостаточность почечная, апирексиальная, 445,0
почечная недостаточность, изменения психического статуса, 445,0
почечная недостаточность, одышка, 445,0
почечная недостаточность, затруднение, 445,0
почечная недостаточность, диарея, 445,0
почечная недостаточность, гипотензия, 445,0
почечная недостаточность, шумы дыхания уменьшились, 445,0
почечная недостаточность, отек, 445,0
почечная недостаточность, гипокинезия, 445,0
замешательство, припадок, 408,0
спутанность сознания, энурез, 408,0
спутанность сознания, вялость, 408,0
замешательство, невнятная речь, 408,0
замешательство, падение, 408.0
спутанность сознания, сознание ясное, 408,0
спутанность сознания, изменения психического статуса, 408,0
путаница, астериксис, 408.0
спутанность сознания, бессознательное состояние, 408,0
замешательство, волнение, 408.0
спутанность сознания, мышечные подергивания, 408,0
спутанность сознания, астения, 408,0
спутанность сознания, сонливость, 408,0
спутанность сознания, головокружение, 408,0
спутанность сознания, головная боль, 408,0
спутанность сознания, дизартрия, 408,0
замешательство, головокружение, 408,0
спутанность сознания, тремор, 408,0
спутанность сознания, гипонатриемия, 408,0
путаница, невосприимчивость, 408.0
дегенеративный полиартрит, боль, 405,0
дегенеративный полиартрит, пищевая непереносимость, 405,0
дегенеративный полиартрит, онемение кисти, 405,0
дегенеративный полиартрит, общий дискомфорт, 405,0
дегенеративный полиартрит, сонливость, 405,0
дегенеративный полиартрит, астения, 405,0
дегенеративный полиартрит, некурящие, 405,0
дегенеративный полиартрит, непродуктивный кашель, 405,0
дегенеративный полиартрит, полидипсия, 405,0
дегенеративный полиартрит, жесткость, 405,0
дегенеративный полиартрит, шаткая походка, 405,0
гипотиреоз, одышка, 398,0
гипотиреоз, простатизм, 398,0
гипотиреоз, сонливость, 398,0
гипотиреоз, сонливость, 398,0
гипотиреоз, гипонатриемия, 398,0
гипотиреоз, падение, 398,0
гипотиреоз, шаткая походка - 398,0
гипотиреоз, полиурия, 398,0
гипотиреоз, гипотензия, 398,0
гипотиреоз, сложность, 398,0
гипотиреоз, обморок, 398,0
гипотиреоз, кошмар, 398,0
гипотиреоз, невнятная речь, 398,0
гипотиреоз, прибавка в весе, 398,0
гипотиреоз, астения, 398,0
гипотиреоз, утомляемость, 398,0
гипотиреоз, утомляемость, 398,0
гипотиреоз, возбуждение, 398,0
гипотиреоз, изменения психического статуса, 398,0
гипотиреоз, задержка моторики, 398,0
гипотиреоз, рвота, 398,0
гипотиреоз, онемение, 398,0
гипотиреоз, масса строения тела, 398,0
тревожное состояние, беспокойство, 390,0
тревожное состояние, суицидальные настроения, 390,0
тревожное состояние, суицидальное, 390,0
тревожное состояние, бессонница, 390,0
тревожное состояние, чувство безнадежности, 390,0
тревожное состояние, раздражительное настроение - 390,0
тревожное состояние, тремор, 390,0
тревожное состояние, затемнение, 390,0
тревожное состояние, плаксивость, 390,0
тревожное состояние, религиозные убеждения, 390,0
тревожное состояние, нервозность, 390,0
тревожное состояние, зрительные галлюцинации, 390,0
тревожное состояние, ползание мурашек, 390,0
тревожное состояние, затруднение, 390,0
тревожное состояние, боль в груди, 390,0
тревожное состояние, несоблюдение пациентом режима лечения, 390,0
тревожное состояние, возбуждение, 390,0
тревожное состояние, сердцебиение, 390,0
тревожное состояние, слуховые галлюцинации, 390,0
тревожное состояние, подавленное настроение, 390,0
тревожное состояние, приливы, 390,0
тревожное состояние, боль, 390,0
тревожное состояние, сознание ясное, 390,0
тревожное состояние, кошмар, 390,0 
злокачественные новообразования, боль, 354,0
злокачественные новообразования, масса тела 354,0
злокачественные новообразования, очаг поражения, 354,0
злокачественные новообразования, кушингоидные фации, 354,0
злокачественные новообразования, кушингоидный габитус, 354,0
злокачественные новообразования, эмфизематозное изменение, 354,0
злокачественные новообразования, снижение массы тела, 354,0
злокачественные новообразования, асцит, 354,0
злокачественные новообразования, охриплость голоса 354,0
злокачественные новообразования, утолщение, 354,0
злокачественные новообразования, гематурия, 354,0
первичное злокачественное новообразование, боль, 354,0
первичное злокачественное новообразование, масса строения тела, 354,0
первичное злокачественное новообразование, очаг поражения, 354,0
первичное злокачественное новообразование, кушингоидная фация, 354,0
первичное злокачественное новообразование, кушингоидный габитус, 354,0
первичное злокачественное новообразование, эмфизематозное изменение, 354,0
первичное злокачественное новообразование, снижение массы тела, 354,0
первичное злокачественное новообразование, асцит, 354,0
первичное злокачественное новообразование, охриплость голоса 354,0
первичное злокачественное новообразование, утолщение, 354,0
первичное злокачественное новообразование, гематурия, 354,0
синдром приобретенного иммунодефицита, лихорадка, 350,0
синдром приобретенного иммунодефицита, ночная потливость, 350,0
синдром приобретенного иммунодефицита, самопроизвольный разрыв плодных оболочек, 350,0
синдром приобретенного иммунодефицита, кашель, 350,0
синдром приобретенного иммунодефицита, 350,0
синдром приобретенного иммунодефицита, снижение массы тела, 350,0
синдром приобретенного иммунодефицита, озноб, 350,0
синдром приобретенного иммунодефицита, диарея, 350,0
синдром приобретенного иммунодефицита, плевритная боль, 350,0
синдром приобретенного иммунодефицита, несоблюдение пациентом режима лечения, 350,0
синдром приобретенного иммунодефицита, тахипноэ, 350,0
синдром приобретенного иммунодефицита, продуктивный кашель, 350,0
синдром приобретенного иммунодефицита, мышечная гипотония, 350,0
синдром приобретенного иммунодефицита, гипотонический, 350,0
синдром приобретенного иммунодефицита, суицидальные настроения, 350,0
ВИЧ, лихорадка, 350,0
ВИЧ, ночной пот, 350,0
ВИЧ, самопроизвольный разрыв плодных оболочек, 350,0
ВИЧ, кашель, 350,0
ВИЧ, 350,0
ВИЧ, снижение массы тела, 350,0
ВИЧ, озноб, 350,0
ВИЧ, диарея, 350,0
ВИЧ, плевритная боль, 350,0
ВИЧ, несоблюдение пациентом режима лечения, 350,0
ВИЧ, тахипноэ, 350,0
ВИЧ, продуктивный кашель, 350,0
ВИЧ, мышечная гипотония, 350,0
ВИЧ, гипотонический, 350,0
ВИЧ, склонность к суициду, 350,0
ВИЧ-инфекции, лихорадка, 350,0
ВИЧ-инфекции, ночной пот, 350,0
ВИЧ-инфекции, самопроизвольный разрыв плодных оболочек, 350,0
ВИЧ-инфекции, кашель, 350,0
ВИЧ-инфекции, 350,0
ВИЧ-инфекции, снижение массы тела, 350,0
ВИЧ-инфекции, озноб, 350,0
ВИЧ-инфекции, диарея, 350,0
ВИЧ-инфекции, плевритная боль, 350,0
ВИЧ-инфекции, несоблюдение пациентом режима лечения, 350,0
ВИЧ-инфекции, тахипноэ, 350,0
ВИЧ-инфекция, продуктивный кашель, 350,0
ВИЧ-инфекции, мышечная гипотония, 350,0
ВИЧ-инфекции, гипотоники, 350,0
ВИЧ-инфекции, суицидальные настроения, 350,0
целлюлит, эритема, 341,0
целлюлит, боль, 341,0
целлюлит, отек, 341,0
целлюлит, покраснение, 341,0
целлюлит, лихорадка, 341,0
целлюлит, абсцесс бактериальный, 341,0
целлюлит, несоблюдение пациентом режима лечения, 341,0
целлюлит, гипестезия, 341,0
целлюлит, гиперакузия, 341,0
целлюлит, кожный зуд, 341,0
целлюлит, боль в груди, 341,0
целлюлит, царапины, 341,0
целлюлит, озноб, 341,0
целлюлит, болезненность при прикосновении, 341,0
гастроэзофагеальная рефлюксная болезнь, боль, 325,0
гастроэзофагеальная рефлюксная болезнь, боль в груди, 325,0
гастроэзофагеальная рефлюксная болезнь, чувство жжения, 325,0
гастроэзофагеальная рефлюксная болезнь, гипонатриемия, 325,0
гастроэзофагеальная рефлюксная болезнь, раннее насыщение, 325,0
гастроэзофагеальная рефлюксная болезнь, качество пульсации, 325,0
гастроэзофагеальная рефлюксная болезнь, стеснение в груди, 325,0
гастроэзофагеальная рефлюксная болезнь, сенсорный дискомфорт, 325,0
гастроэзофагеальная рефлюксная болезнь, наличие зубца q, 325,0
гастроэзофагеальная рефлюксная болезнь, тошнота, 325,0
гастроэзофагеальная рефлюксная болезнь, общий дискомфорт, 325,0
гастроэзофагеальная рефлюксная болезнь, запор, 325,0
гастроэзофагеальная рефлюксная болезнь, сердцебиение, 325,0
гастроэзофагеальная рефлюксная болезнь, боли в животе, 325,0
гастроэзофагеальная рефлюксная болезнь, изжога, 325,0
гастроэзофагеальная рефлюксная болезнь, пот, 325,0
гастроэзофагеальная рефлюксная болезнь, повышенное потоотделение, 325,0
гастроэзофагеальная рефлюксная болезнь, астения, 325,0 
сепсис, лихорадка, 311,0
сепсис, респираторный дистресс-синдром, 311,0
сепсис, гипотензия, 311,0
сепсис, тахипноэ, 311,0
сепсис, озноб, 311,0
сепсис, вялость, 311,0
сепсис, брадикардия, 311,0
сепсис, тазовое предлежание, 311,0
сепсис, цианоз, 311,0
сепсис, самопроизвольный разрыв плодных оболочек, 311,0
сепсис, кровотечение, 311,0
сепсис, невосприимчивость, 311,0
сепсис, хрипы, 311,0
сепсис, апирексиальный, 311,0
системная инфекция, лихорадка, 311,0
системная инфекция, респираторный дистресс-синдром, 311,0
системная инфекция, гипотензия, 311,0
системная инфекция, тахипноэ, 311,0
системная инфекция, озноб, 311,0
системная инфекция, вялость, 311,0
системная инфекция, брадикардия, 311,0
системная инфекция, тазовое предлежание, 311,0
системная инфекция, цианоз, 311,0
системная инфекция, самопроизвольный разрыв плодных оболочек, 311,0
системная инфекция, кровотечение, 311,0
системная инфекция, невосприимчивость, 311,0
системная инфекция, хрипы, 311,0
системная инфекция, апирексиальная, 311.0
сепсис (беспозвоночные), лихорадка, 311,0
сепсис (беспозвоночные), респираторный дистресс-синдром, 311,0
сепсис (беспозвоночные), гипотензия, 311,0
сепсис (беспозвоночные), тахипноэ, 311,0
сепсис (беспозвоночные), озноб, 311,0
сепсис (беспозвоночные), вялость, 311,0
сепсис (беспозвоночные), брадикардия - 311,0
сепсис (беспозвоночные), тазовое предлежание, 311,0
сепсис (беспозвоночные), цианоз 311,0
сепсис (беспозвоночные), самопроизвольный разрыв плодных оболочек, 311,0
сепсис (беспозвоночные), кровотечение, 311,0
сепсис (беспозвоночные), невосприимчивость, 311,0
сепсис (беспозвоночные), хрип, 311.0
сепсис (беспозвоночные), апирексиальный, 311,0
тромбоз глубоких вен, отек, 310,0
тромбоз глубоких вен, боль, 310,0
тромбоз глубоких вен, экхимоз, 310,0
тромбоз глубоких вен, одышка, 310,0
тромбоз глубоких вен, боли в нижней конечности, 310,0
тромбоз глубоких вен, кардиомегалия, 310,0
тромбоз глубоких вен, хрип, 310,0
тромбоз глубоких вен, эритема, 310,0
тромбоз глубоких вен, гипотензия, 310,0
тромбоз глубоких вен, clonus, 310,0
тромбоз глубоких вен, непродуктивный кашель, 310,0
тромбоз глубоких вен, покраснение, 310,0
обезвоживание, лихорадка, 297,0
обезвоживание, диарея - 297,0
обезвоживание, рвота, 297,0
обезвоживание, гипотензия, 297,0
обезвоживание, тошнота, 297,0
обезвоживание, головокружение, 297,0
обезвоживание, недомогание, 297,0
обезвоживание, изменение психического статуса, 297,0
обезвоживание, анорексия - 297,0
обезвоживание, астения - 297,0
обезвоживание, сенсорный дискомфорт, 297,0
обезвоживание, обморок, 297,0
обезвоживание, вялость, 297,0
обезвоживание, головокружение, 297,0
обезвоживание, обморок, 297,0
обезвоживание, затемнение, 297,0
обезвоживание, в анамнезе - затемнение, 297,0
новообразование, масса строения тела, 297,0
новообразование, поражение, 297,0
новообразование, боль в груди, 297,0
новообразование, гематурия, 297,0
новообразование, инвазия опухолевых клеток, 297,0
новообразование, боль, 297,0
новообразование, аносмия, 297,0
новообразование, утолщение, 297,0
новообразование, метастатическое поражение, 297,0
новообразование, пищевая непереносимость, 297,0
новообразование, снижение массы тела, 297,0
новообразование, ночной пот, 297,0
новообразование, гомонимная гемианопсия, 297,0
новообразование, насыщение рано, 297,0
новообразование, боли в животе, 297,0
новообразование, головная боль, 297,0
легочная эмболия, одышка, 294,0
легочная эмболия, гипоксемия, 294,0
легочная эмболия, тахипноэ, 294,0
эмболия легочной артерии, гематокрит снижен, 294,0
легочная эмболия, боль грудной клетки, 294,0
эмболия легочной артерии, одышка, 294,0
эмболия легочной артерии, плевритная боль, 294,0
легочная эмболия, ригидность шеи, 294,0
эмболия легочной артерии, мокрота желтая, 294,0
эмболия легочной артерии, продуктивный кашель, 294,0
легочная эмболия, рубцевание, 294,0
легочная эмболия, невосприимчивость, 294,0
легочная эмболия, респираторный дистресс-синдром, 294,0
легочная эмболия, хрипы, 294,0
эмболия легочная, апирексиальная, 294,0
легочная эмболия, непродуктивный кашель, 294,0 
эпилепсия, припадок, 290,0
эпилепсия, гипометаболизм, 290,0
эпилепсия, аура, 290.0
эпилепсия, мышечные судороги, 290,0
эпилепсия, сонливость, 290,0
эпилепсия, тремор, 290,0
эпилепсия, невосприимчивость, 290,0
эпилепсия, гемиплегия, 290,0
эпилепсия, миоклонус, 290,0
эпилепсия, бульканье, 290,0
эпилепсия, сонливость, 290,0
эпилепсия, летаргия, 290,0
эпилепсия, прикованная к инвалидной коляске, 290,0
кардиомиопатия, одышка, 283,0
кардиомиопатия, ортопноэ, 283,0
кардиомиопатия, гипокинезия, 283,0
кардиомиопатия, вздутие яремных вен, 283,0
кардиомиопатия, сердцебиение, 283,0
кардиомиопатия, боль в груди, 283,0
кардиомиопатия, обморок, 283,0
кардиомиопатия, желтая мокрота, 283,0
кардиомиопатия, хрипы, 283,0
кардиомиопатия, одышка, 283,0
кардиомиопатия, одышка при физической нагрузке, 283,0
кардиомиопатия, гипертрофия левого предсердия, 283,0
кардиомиопатия, утомляемость, 283,0
кардиомиопатия, прибавка в весе, 283,0
кардиомиопатия, несоблюдение пациентом режима лечения 283,0
хроническая почечная недостаточность, рвота 280,0
хроническая почечная недостаточность, ортопноэ 280,0
хроническая почечная недостаточность, гиперкалиемия 280,0
хроническая почечная недостаточность, олигурия 280,0
хроническая почечная недостаточность, вздутие яремных вен, 280,0
хроническая почечная недостаточность, тошнота, 280,0
хроническая почечная недостаточность, одышка 280,0
хроническая почечная недостаточность, изменения психического статуса, 280,0
хроническая почечная недостаточность, диарея, 280,0
хроническая почечная недостаточность, астения 280,0
хроническая почечная недостаточность, стеснение в груди, 280,0
хроническая почечная недостаточность, недомогание, 280,0
хроническая почечная недостаточность, озноб 280,0
хроническая почечная недостаточность, хрипы, 280,0
хроническая почечная недостаточность, лихорадка, 280,0
хроническая почечная недостаточность, плевритная боль, 280,0
хроническая почечная недостаточность, апирексиальная, 280,0
хроническая почечная недостаточность, гваяковая кислота, 280,0
хроническая почечная недостаточность, отек 280,0
хроническая почечная недостаточность, кататония, 280,0
хроническая почечная недостаточность, невосприимчивость, 280,0
хроническая почечная недостаточность, желтая мокрота, 280,0
карцинома, масса строения тела, 269,0
карцинома, боль, 269,0
карцинома, поражение, 269.0
карцинома, инвазия опухолевых клеток, 269,0
карцинома утолщенная, 269,0
карцинома, снижение массы тела, 269,0
карцинома, охриплость голоса, 269,0
карцинома, общий дискомфорт, 269,0
карцинома, метастатическое поражение, 269,0
карцинома, непродуктивный кашель, 269,0
карцинома, запор, 269,0
карцинома, несчастный, 269,0
карцинома, парестезия, 269,0
карцинома беременная 0,269,0
карцинома, диарея, 269,0
карцинома, болезненная при прикосновении, 269,0
карцинома, изжога, 269,0
карцинома, тошнота, 269,0
карцинома, узелок в легком, 269,0
гепатит С, асцит, 269,0
гепатит С, вздутие живота, 269,0
гепатит С, суицидальные настроения, 269,0
гепатит С, кашель, 269,0
гепатит С, боль, 269,0
гепатит С, мацерированная кожа, 269,0
гепатит С, чувство тяжести, 269,0
гепатит С, слуховые галлюцинации, 269,0
гепатит С, озноб, 269,0
гепатит С, астериксис, 269,0
гепатит С, несоблюдение пациентом режима лечения, 269,0
заболевание периферических сосудов, одышка, 268,0
заболевание периферических сосудов, боль в покое, 268,0
заболевание периферических сосудов, стенокардия, 268,0
заболевание периферических сосудов, невосприимчивость, 268,0
заболевание периферических сосудов, гиперкалиемия, 268,0
заболевание периферических сосудов, ритм синусовый, 268,0
заболевание периферических сосудов, затрудненное дыхание, 268,0
заболевание периферических сосудов, одышка, 268,0
заболевание периферических сосудов, болезненность при прикосновении, 268,0
заболевание периферических сосудов, анорексия, 268,0
заболевание периферических сосудов, сонливость, 268,0
психотическое расстройство, суицидальное состояние, 267,0
психотическое расстройство, слуховые галлюцинации, 267,0
психотическое расстройство, суицидальное чувство, 267,0
психотическое расстройство, зрительные галлюцинации, 267,0
психотическое расстройство, задержка моторики, 267,0
психотическое расстройство, затемнение, 267,0
психотическое расстройство, вербальные слуховые галлюцинации, 267,0
психотическое расстройство, чувство безнадежности, 267,0
психотическое расстройство, раздражительное настроение, 267,0
психотическое расстройство, возбуждение, 267,0
психотическое расстройство, тремор, 267,0
психотическое расстройство, кататония, 267,0
психотическое расстройство, плаксивость, 267,0
психотическое расстройство, бездомность, 267,0
психотическое расстройство, бессонница, 267,0
психотическое расстройство, отстранение, 267,0
психотическое расстройство, повышенная энергия, 267,0
психотическое расстройство, интоксикация, 267,0
психотическое расстройство, беспокойство, 267,0
психотическое расстройство, гиперактивное поведение, 267,0
психотическое расстройство, несоблюдение пациентом режима лечения, 267,0
психотическое расстройство, депрессивное настроение, 267,0
психотическое расстройство, ужас, 267,0
психотическое расстройство, кошмар, 267,0
психотическое расстройство, сознание ясное, 267,0 
гиперлипидемия, боль в груди, 247,0
гиперлипидемия, стенокардия, 247,0
гиперлипидемия, сердцебиение, 247,0
гиперлипидемия, наличие зубца q, 247,0
гиперлипидемия, фотопсия, 247,0
гиперлипидемия, пот, 247,0
гиперлипидемия, повышенное потоотделение, 247,0
